BioHackaton Repository,License,Commits before BH,Commits during BH,Commits after BH,Total Commits,Contributors before BH,Contributors during BH,Contributors after BH,Total Contributors
elixir-europe/BioHackathon-projects-2019,MIT License,114,435,82,631,30,32,10,54
